id,reviews,score,cleanliness,communication,checkIn,accuracy,location,value
2280,26,0,0,2,4,3,4,0
2281,16,2,1,0,1,4,2,5
2282,29,3,5,1,0,4,0,3
2283,7,3,5,1,1,5,0,5
2284,20,1,1,5,0,3,3,5
2285,0,5,1,1,0,0,1,4
2286,17,3,3,5,2,4,0,4
2287,14,3,0,0,2,4,5,1
2288,21,0,3,3,0,1,4,3
2289,11,5,1,0,0,5,2,4
2290,22,2,2,1,5,4,5,5
2291,7,0,5,4,4,3,4,4
2292,15,3,1,0,1,5,3,3
2293,6,0,4,1,2,3,2,2
2294,9,5,3,4,3,1,4,3
2295,7,1,0,3,4,3,3,1
2296,7,0,0,3,4,0,5,1
2297,24,1,5,0,1,1,2,1
2298,27,2,5,3,0,3,1,4
2299,17,0,4,3,3,2,0,0
2300,22,3,0,3,2,0,3,1
2301,20,2,1,0,4,4,5,2
2302,3,3,1,5,4,4,3,3
2303,9,4,0,3,5,4,1,0
2304,22,4,1,4,0,5,3,2
2305,10,5,2,5,1,3,0,2
2306,8,3,0,4,3,5,4,4
2307,28,2,3,3,3,3,1,0
2308,18,4,3,4,4,5,4,0
2309,3,0,5,1,5,4,1,5
2310,6,0,5,0,3,0,4,5
2311,5,5,4,4,1,4,0,2
2312,5,5,2,0,1,4,0,2
2313,12,0,4,3,4,4,2,5
2314,17,3,3,2,0,0,0,2
2315,6,3,4,0,2,0,0,3
2316,3,2,2,4,3,2,3,5
2317,0,5,0,5,0,3,2,3
2318,9,3,1,1,0,5,3,1
2319,2,2,5,3,0,4,2,1
2320,1,3,5,0,4,1,2,0
2321,20,5,4,4,2,3,2,1
2322,0,5,5,0,4,2,1,0
2323,11,3,2,4,4,0,4,4
2324,9,5,2,1,1,1,4,5
2325,2,0,0,2,1,5,4,2
2326,3,3,3,2,5,3,4,1
2327,26,1,0,0,3,2,4,2
2328,7,0,2,5,3,1,0,0
2329,6,3,3,0,3,1,3,0
2330,2,5,5,2,0,3,1,3
2331,24,3,1,0,1,2,4,5
2332,1,5,2,0,1,4,1,1
2333,8,3,0,1,2,5,5,3
2334,16,1,0,3,5,5,4,5
2335,9,1,4,1,5,2,4,2
2336,13,5,4,3,1,0,2,0
2337,13,4,3,3,4,4,2,1
2338,6,3,5,3,3,5,4,3
2339,27,2,4,5,1,3,1,0
2340,11,5,5,3,5,2,1,0
2341,28,5,1,2,4,5,1,0
2342,19,1,4,4,0,5,2,4
2343,21,5,4,1,2,4,3,4
2344,21,5,5,3,4,1,0,1
2345,11,5,2,1,5,1,0,1
2346,11,1,2,2,5,2,4,4
2347,0,4,3,4,0,5,0,1
2348,12,4,3,1,1,2,0,1
2349,4,2,2,1,0,3,5,2
2350,11,2,1,0,5,4,4,1
2351,21,2,4,2,4,3,0,3
2352,4,2,3,1,3,5,4,0
2353,9,0,3,4,5,2,3,4
2354,24,0,2,2,1,2,3,4
2355,0,2,1,3,0,1,1,5
2356,2,3,4,5,1,3,0,1
2357,10,1,2,1,4,4,2,0
2358,6,0,0,3,0,0,1,4
2359,8,5,2,1,0,4,1,1
2360,19,0,3,4,5,2,3,3
2361,7,0,2,5,2,5,5,2
2362,5,5,3,1,1,1,4,4
2363,24,2,2,2,4,5,1,3
2364,12,1,3,2,3,1,2,2
2365,23,5,3,3,4,5,2,1
2366,14,3,2,3,0,3,2,3
2367,9,3,4,1,0,5,0,4
2368,0,5,3,1,1,5,2,3
2369,9,3,4,3,1,3,3,0
2370,26,2,3,1,2,2,5,1
2371,24,5,3,5,2,0,1,2
2372,21,4,3,2,5,4,3,5
2373,26,2,1,2,0,2,1,3
2374,23,4,4,0,4,3,4,0
2375,3,5,4,5,3,5,4,3
2376,7,4,1,2,1,5,3,0
2377,21,3,0,0,0,5,3,0
2378,23,1,3,5,2,2,5,0
2379,0,5,1,0,0,0,3,2
2380,20,0,1,2,4,4,3,1
2381,6,3,4,5,3,5,4,3
2382,22,2,1,5,3,0,0,0
2383,16,3,3,3,0,4,1,1
2384,14,0,4,3,3,2,3,4
2385,25,2,3,2,2,2,5,3
2386,25,5,1,5,5,0,1,0
2387,21,4,1,3,5,0,3,4
2388,17,4,1,3,0,3,5,1
2389,1,1,5,0,0,0,0,5
2390,14,5,5,4,4,2,4,5
2391,25,1,3,1,4,1,1,1
2392,14,5,4,2,4,5,3,0
2393,6,3,3,2,5,5,1,0
2394,29,3,4,5,0,4,5,3
2395,25,1,5,0,3,2,3,2
2396,2,0,1,3,0,3,5,4
2397,18,5,2,1,4,2,1,5
2398,20,4,2,2,4,0,4,5
2399,29,4,2,2,1,3,0,5
2400,28,1,5,2,4,0,1,4
2401,4,1,4,2,5,0,0,4
2402,0,0,4,5,5,3,0,3
2403,13,2,5,5,3,3,0,0
2404,14,4,1,2,0,5,0,5
2405,5,3,5,3,1,4,4,5
2406,17,2,4,5,1,3,4,1
2407,24,3,0,5,5,1,3,3
2408,15,3,4,4,4,2,5,5
2409,29,0,4,4,5,5,1,3
2410,12,4,2,1,3,2,2,2
2411,21,2,0,5,3,4,5,0
2412,24,3,3,0,0,4,3,0
2413,1,1,2,0,3,1,5,3
2414,7,5,0,0,2,2,0,4
2415,17,2,5,0,1,4,0,2
2416,5,4,1,4,4,3,1,5
2417,0,3,1,1,1,3,2,0
2418,1,3,4,1,3,1,0,2
2419,12,2,5,4,0,2,1,4
2420,18,2,4,3,4,4,5,5
2421,23,0,2,2,1,3,5,0
2422,28,0,3,2,2,1,4,4
2423,19,0,2,5,0,2,0,0
2424,27,4,2,4,2,1,4,1
2425,27,1,0,4,4,3,0,1
2426,1,1,4,4,0,1,5,0
2427,16,3,0,4,1,1,3,4
2428,6,0,1,1,1,3,4,1
2429,17,0,1,3,1,4,3,1
2430,5,3,2,4,3,2,1,0
2431,28,0,5,1,3,3,5,2
2432,26,0,4,1,1,1,4,0
2433,29,1,2,5,0,2,0,1
2434,7,3,5,3,1,5,3,2
2435,16,2,1,4,3,1,1,2
2436,15,3,2,3,5,4,2,5
2437,25,5,5,4,3,0,0,1
2438,7,5,4,5,2,5,5,1
2439,1,1,2,2,5,5,3,0
2440,21,3,1,5,5,3,0,3
2441,20,2,0,4,5,5,5,4
2442,6,3,4,0,5,3,4,4
2443,1,0,5,3,5,3,4,5
2444,29,1,0,1,1,4,2,5
2445,8,3,3,5,2,1,5,0
2446,23,4,5,2,3,3,0,4
2447,25,4,3,3,2,0,0,4
2448,2,3,5,1,3,2,5,1
2449,5,4,5,5,1,4,0,1
2450,9,2,3,5,1,5,3,0
2451,28,5,1,5,3,1,3,5
2452,25,5,5,1,4,3,1,5
2453,28,4,4,0,0,0,3,0
2454,27,5,3,4,4,2,1,2
2455,10,1,4,0,3,1,1,0
2456,25,5,1,5,2,3,0,3
2457,1,1,5,4,4,2,3,4
2458,20,1,1,5,5,1,0,2
2459,25,5,2,1,3,4,3,0
2460,6,4,1,5,0,1,0,1
2461,8,0,0,0,5,1,1,3
2462,5,0,1,1,2,1,1,3
2463,13,3,2,1,5,0,1,1
2464,5,3,0,0,2,0,4,3
2465,25,1,3,2,0,0,1,0
2466,9,2,5,3,1,1,1,5
2467,8,1,0,5,2,3,1,2
2468,12,4,3,2,1,5,2,1
2469,7,2,2,1,0,5,3,4
2470,23,0,2,2,0,0,3,1
2471,15,2,4,3,4,1,0,5
2472,28,0,1,3,5,4,5,3
2473,24,0,5,2,0,3,3,5
2474,20,0,3,1,3,1,4,2
2475,21,5,3,2,4,3,5,0
2476,22,1,1,5,5,0,4,5
2477,9,3,3,5,0,1,0,1
2478,22,1,3,1,3,3,0,3
2479,14,3,4,3,5,0,5,5
2480,19,5,5,0,2,2,0,1
2481,17,5,1,1,3,1,3,5
2482,13,1,1,0,2,3,5,0
2483,13,2,2,3,2,5,5,5
2484,19,0,1,3,2,5,3,5
2485,17,2,3,2,3,4,0,2
2486,0,5,4,5,3,1,3,4
2487,25,2,5,0,1,5,3,1
2488,22,1,2,2,1,0,3,5
2489,26,2,0,5,3,3,3,4
2490,28,0,3,2,2,4,4,4
2491,8,4,1,1,1,1,1,1
2492,12,3,0,3,5,5,3,4
2493,27,4,2,5,4,3,3,0
2494,1,1,1,1,5,5,2,5
2495,22,0,2,3,2,4,4,2
2496,27,3,5,3,3,1,2,2
2497,24,4,1,3,1,3,4,4
2498,5,1,1,1,0,3,0,4
2499,24,1,5,1,1,5,4,5
2500,14,3,5,3,0,3,2,0
2501,11,0,1,3,1,5,4,5
2502,22,2,1,4,5,5,0,0
2503,24,5,5,1,0,0,5,5
2504,21,1,3,4,1,4,2,5
2505,16,3,4,2,0,3,3,1
2506,26,0,5,3,3,5,4,2
2507,23,4,4,5,5,0,5,5
2508,5,2,4,4,5,5,4,0
2509,7,1,5,0,0,2,2,5
2510,14,5,1,0,1,3,0,5
2511,14,4,2,1,5,2,3,3
2512,23,0,2,2,1,4,3,2
2513,18,0,5,4,0,1,0,5
2514,6,4,4,3,5,1,0,4
2515,26,0,2,0,1,1,3,1
2516,12,0,5,5,4,3,4,2
2517,12,3,5,3,2,5,0,5
2518,0,0,1,0,2,2,0,5
2519,10,0,4,1,2,2,1,3
2520,0,0,1,1,3,4,0,1
2521,27,4,4,1,2,1,2,2
2522,12,0,4,1,2,5,0,4
2523,16,0,2,1,2,4,5,5
2524,29,3,5,1,0,3,3,4
2525,3,5,5,1,2,4,1,3
2526,11,4,1,0,2,5,4,1
2527,3,0,5,1,3,0,4,0
2528,29,5,1,4,4,2,4,3
2529,6,0,0,3,1,1,3,4
2530,27,5,1,3,4,5,2,5
2531,27,3,3,5,2,1,2,1
2532,3,5,2,2,5,5,5,1
2533,2,2,5,0,3,1,1,3
2534,26,4,0,5,0,4,4,1
2535,28,3,1,4,0,5,0,4
2536,15,2,3,5,3,4,1,0
2537,3,5,4,0,3,1,5,4
2538,16,2,0,0,5,1,0,0
2539,20,3,3,5,0,5,5,0
2540,15,5,5,2,2,1,0,5
2541,15,0,2,5,4,5,3,5
2542,5,4,5,1,3,3,1,4
2543,8,0,2,2,4,0,2,2
2544,14,4,0,0,3,1,1,4
2545,17,1,5,4,5,2,2,2
2546,11,2,1,1,0,2,5,1
2547,27,2,3,2,3,3,4,5
2548,10,3,1,5,5,0,1,3
2549,1,2,2,1,5,1,1,3
2550,16,1,4,1,5,2,5,1
2551,4,3,1,0,0,1,3,4
2552,12,4,5,2,2,2,5,1
2553,9,2,1,0,1,3,4,5
2554,9,0,0,2,4,4,2,5
2555,27,3,2,0,0,4,5,3
2556,23,0,4,3,1,4,3,3
2557,20,2,0,0,5,4,2,3
2558,1,5,1,4,1,0,4,0
2559,1,4,3,5,5,0,2,0
2560,4,2,1,2,0,2,3,0
2561,14,5,2,4,2,2,3,0
2562,24,3,4,0,3,3,2,2
2563,14,3,2,4,0,1,5,5
2564,7,3,5,0,2,5,1,3
2565,27,1,0,1,2,4,4,3
2566,24,0,1,3,2,0,5,0
2567,16,0,0,4,1,3,1,1
2568,21,3,4,0,5,2,0,2
2569,15,4,3,2,5,2,5,0
2570,7,4,3,2,2,4,4,2
2571,12,5,4,4,0,0,5,2
2572,28,3,5,2,4,0,3,1
2573,18,2,3,0,1,0,1,3
2574,5,1,5,4,2,5,5,3
2575,2,0,2,2,5,5,1,0
2576,5,4,2,3,2,1,1,5
2577,12,0,2,1,1,4,2,3
2578,29,5,2,1,1,4,0,2
2579,17,5,4,4,5,5,1,2
2580,29,0,2,4,2,0,5,5
2581,9,2,3,3,4,1,3,0
2582,0,3,1,4,5,0,0,5
2583,3,0,0,0,2,5,0,5
2584,3,4,2,3,3,3,3,5
2585,13,4,5,3,3,5,0,4
2586,17,3,3,2,3,2,0,0
2587,18,1,5,2,2,5,0,4
2588,5,0,5,0,2,4,0,2
2589,17,0,5,5,3,3,0,5
2590,1,3,1,2,1,5,1,3
2591,27,1,5,0,4,0,0,0
2592,8,1,2,0,5,0,0,3
2593,22,2,2,2,1,0,1,0
2594,21,3,3,5,5,5,4,3
2595,25,0,3,2,3,2,4,2
2596,29,2,4,1,0,3,1,0
2597,23,1,1,5,0,0,5,2
2598,26,3,1,2,1,4,3,0
2599,25,1,0,3,0,0,3,5
2600,9,1,5,0,3,5,3,5
2601,19,3,1,0,1,5,3,3
2602,11,4,0,5,1,2,5,4
2603,17,4,4,2,0,4,2,0
2604,6,5,3,1,3,0,0,1
2605,9,3,5,2,2,2,2,5
2606,22,3,1,1,2,2,3,4
2607,29,5,3,5,3,1,3,0
2608,20,4,4,0,2,4,2,4
2609,2,1,3,2,1,5,4,2
2610,14,0,1,5,3,4,1,2
2611,11,1,0,3,5,4,3,3
2612,23,4,4,3,5,2,2,3
2613,9,4,5,2,3,3,3,0
2614,27,0,1,0,0,2,0,3
2615,8,4,4,3,3,0,4,2
2616,28,3,1,3,0,2,4,1
2617,16,3,3,0,0,4,5,3
2618,29,3,3,3,5,2,4,0
2619,16,3,4,3,1,4,1,5
2620,21,1,3,4,5,4,0,4
2621,28,0,4,2,1,0,2,2
2622,21,4,0,3,4,5,1,2
2623,17,3,2,5,2,5,5,5
2624,2,4,5,2,5,3,3,1
2625,27,3,1,3,4,2,2,0
2626,23,1,4,0,1,4,2,0
2627,25,0,0,5,0,4,4,1
2628,20,2,5,0,4,4,0,1
2629,20,0,2,0,2,0,5,3
2630,7,5,5,2,0,5,2,3
2631,0,1,1,2,1,0,0,4
2632,1,3,0,5,3,3,4,5
2633,6,4,3,1,2,5,4,5
2634,23,1,0,0,1,0,1,1
2635,4,4,1,2,2,5,5,5
2636,22,1,5,5,1,2,1,2
2637,13,0,2,2,5,2,5,4
2638,5,0,3,3,1,3,3,5
2639,22,3,5,1,1,2,5,3
2640,5,3,1,1,3,3,0,3
2641,18,5,0,5,1,4,5,5
2642,17,0,1,1,1,5,2,1
2643,25,1,3,5,3,4,2,3
2644,0,2,4,5,3,2,0,2
2645,11,4,2,2,4,1,0,0
2646,1,3,2,5,0,5,4,1
2647,24,0,3,3,3,0,4,4
2648,20,3,3,3,4,3,1,0
2649,28,0,2,0,1,4,4,2
2650,0,5,4,2,0,1,4,1
2651,3,0,0,4,5,1,1,3
2652,19,0,3,2,0,4,2,1
2653,6,3,5,1,3,2,5,0
2654,8,4,1,4,5,0,2,1
2655,13,1,4,0,3,3,5,0
2656,7,1,4,0,2,3,5,0
2657,20,0,5,1,1,4,3,2
2658,17,2,4,5,3,2,5,0
2659,8,4,4,1,5,4,1,1
2660,2,0,5,0,4,2,2,3
2661,0,1,1,1,5,0,3,0
2662,26,0,4,0,2,3,1,1
2663,6,1,0,3,0,1,1,0
2664,16,0,1,1,3,1,2,3
2665,14,4,0,2,3,4,5,5
2666,22,4,1,3,5,2,3,2
2667,25,1,1,5,1,3,3,1
2668,4,0,4,0,2,4,1,0
2669,28,4,4,5,3,5,5,0
2670,9,0,3,0,1,3,2,3
2671,8,1,0,0,5,1,5,1
2672,29,3,5,5,0,0,0,1
2673,14,3,1,0,3,4,0,3
2674,10,4,3,3,0,1,0,2
2675,14,4,2,1,2,0,1,4
2676,14,2,5,3,0,4,0,1
2677,7,0,0,0,4,5,4,1
2678,20,4,2,1,0,0,3,0
2679,20,2,3,3,5,3,4,1
2680,19,0,2,5,3,2,3,0
2681,19,3,2,1,5,2,2,0
2682,27,5,0,5,1,3,4,3
2683,15,3,2,0,4,0,2,5
2684,27,2,2,3,4,5,5,3
2685,3,1,5,0,4,2,0,3
2686,15,5,0,4,1,4,5,1
2687,26,5,5,0,3,0,5,2
2688,6,4,5,5,5,0,3,2
2689,5,2,2,2,2,1,0,1
2690,10,1,2,2,2,4,5,2
2691,3,3,4,0,2,5,2,2
2692,28,5,2,2,4,0,1,1
2693,24,1,5,5,3,1,1,2
2694,9,1,2,1,0,2,4,3
2695,19,1,0,0,0,3,4,1
2696,28,5,1,1,3,0,3,1
2697,2,4,1,5,2,5,3,2
2698,12,2,5,3,2,4,5,5
2699,1,2,1,2,4,5,0,3
2700,11,3,5,3,4,1,3,5
2701,18,2,3,3,4,4,5,5
2702,4,3,5,0,0,3,5,1
2703,18,4,4,1,5,2,5,3
2704,26,2,2,3,2,5,3,0
2705,11,1,3,2,1,4,1,0
2706,24,3,4,0,4,4,0,5
2707,27,1,4,3,5,4,4,0
2708,12,2,4,0,4,0,0,4
2709,22,0,5,0,4,5,3,1
2710,8,5,1,2,0,2,4,3
2711,8,0,4,4,5,1,2,0
2712,25,0,0,1,1,4,0,5
2713,16,5,3,0,1,2,4,1
2714,19,0,3,5,4,5,1,2
2715,21,4,3,5,1,4,5,0
2716,15,0,5,3,2,1,4,1
2717,3,5,4,2,5,1,5,3
2718,27,3,4,4,4,2,5,4
2719,5,5,5,0,1,3,3,3
2720,17,3,1,1,2,0,4,5
2721,26,2,4,0,3,0,5,4
2722,2,4,4,3,4,1,1,1
2723,10,4,4,1,3,2,5,5
2724,20,0,4,4,2,5,5,1
2725,8,2,1,4,2,1,4,1
2726,0,5,0,0,4,3,0,1
2727,10,2,3,4,5,4,3,3
2728,26,2,2,4,2,4,1,3
2729,8,1,1,0,3,3,4,2
2730,8,2,3,2,4,5,5,4
2731,11,2,5,0,0,2,2,2
2732,6,1,3,2,4,0,2,1
2733,20,3,1,0,0,5,3,1
2734,26,3,2,5,2,0,1,1
2735,2,3,5,3,2,4,4,0
2736,5,5,0,2,1,0,4,4
2737,2,3,5,5,4,2,2,4
2738,0,0,4,3,4,1,1,1
2739,6,3,3,3,0,5,2,5
2740,18,5,4,2,0,2,0,4
2741,27,4,2,0,1,1,5,3
2742,6,1,2,5,5,1,4,5
2743,10,3,3,4,2,2,2,0
2744,4,3,2,2,3,3,5,5
2745,14,0,2,0,1,1,5,3
2746,14,4,0,5,0,4,4,0
2747,1,1,2,0,2,1,0,0
2748,22,3,0,1,4,1,3,2
2749,2,1,0,5,2,5,0,5
2750,15,1,5,0,4,2,5,2
2751,18,3,2,0,0,5,0,3
2752,2,3,5,3,1,1,1,5
2753,14,2,4,5,2,3,1,2
2754,28,2,2,5,1,2,3,3
2755,25,1,4,5,2,0,4,1
2756,13,0,2,2,4,1,0,0
2757,25,2,1,5,5,3,3,2
2758,23,5,1,1,3,0,5,5
2759,16,2,3,4,4,4,0,0
2760,6,3,5,4,4,0,1,1
2761,26,4,2,4,3,4,3,0
2762,26,2,4,0,3,4,3,1
2763,11,4,1,1,1,1,2,2
2764,8,3,0,0,4,4,0,3
2765,19,0,4,5,2,0,1,2
2766,26,5,3,0,0,4,4,0
2767,3,0,5,4,1,5,5,1
2768,2,5,0,4,3,1,2,4
2769,2,3,0,1,0,1,5,1
2770,17,0,1,5,1,4,1,3
2771,4,0,4,3,0,1,2,4
2772,0,3,5,4,1,4,3,0
2773,19,5,1,1,1,3,3,4
2774,20,4,0,1,0,4,2,2
2775,8,1,3,0,0,5,0,1
2776,15,5,4,4,5,2,0,2
2777,4,1,4,3,0,2,5,0
2778,20,5,2,3,3,4,5,3
2779,27,5,3,2,3,2,3,3
2780,3,5,5,3,0,3,5,2
2781,3,3,5,2,3,1,4,0
2782,7,2,1,1,2,5,4,3
2783,23,0,5,4,1,4,1,5
2784,5,0,2,4,4,2,0,3
2785,10,3,3,0,2,3,0,3
2786,9,2,2,3,4,0,4,4
2787,9,2,0,2,1,2,5,2
2788,17,1,0,5,5,5,3,2
2789,1,5,4,0,0,1,0,3
2790,21,1,3,5,0,5,4,1
2791,25,2,2,5,4,0,5,5
2792,9,3,5,5,1,5,4,2
2793,6,1,1,1,1,0,3,0
2794,22,3,1,5,5,5,5,2
2795,25,5,2,1,2,3,2,5
2796,28,4,1,5,3,1,5,0
2797,14,3,3,1,4,1,3,4
2798,9,3,3,4,4,2,4,4
2799,9,0,4,1,4,4,0,2
2800,0,1,2,5,1,2,3,2
2801,24,1,5,3,1,4,1,0
2802,23,1,0,4,2,3,5,2
2803,16,5,1,0,5,1,0,4
2804,0,0,5,0,4,4,1,1
2805,16,3,0,2,2,3,1,0
2806,26,3,4,3,3,0,3,3
2807,10,1,4,2,3,4,1,0
2808,24,5,0,4,5,2,0,1
2809,21,2,0,4,4,1,4,2
2810,20,3,2,3,0,4,2,3
2811,0,4,1,3,5,0,0,0
2812,19,0,5,2,1,2,0,3
2813,25,4,4,4,5,1,4,5
2814,13,5,5,5,4,1,1,0
2815,15,3,4,5,2,4,5,4
2816,19,4,3,4,0,1,0,3
2817,8,5,1,0,1,4,5,3
2818,3,1,4,2,4,1,2,5
2819,20,1,5,4,2,5,1,2
2820,11,3,2,2,5,4,4,4
2821,6,0,0,0,5,5,4,5
2822,6,4,3,0,3,1,1,0
2823,17,5,4,1,2,3,5,3
2824,27,2,1,2,1,3,1,3
2825,0,5,0,2,4,0,0,5
2826,4,3,5,0,3,4,4,4
2827,13,4,3,0,4,3,1,3
2828,19,5,4,5,3,4,3,4
2829,24,5,0,4,5,1,1,3
2830,29,3,4,2,1,4,0,4
2831,5,0,5,3,3,2,4,3
2832,15,5,2,5,1,4,1,5
2833,14,1,4,4,1,0,0,0
2834,28,0,5,1,2,2,0,1
2835,29,4,5,5,3,4,3,0
2836,19,4,3,2,5,4,3,3
2837,9,3,5,1,3,3,5,2
2838,13,3,1,4,3,5,3,2
2839,11,4,3,1,2,1,4,1
2840,23,5,2,3,2,0,5,2
2841,14,2,2,5,2,1,1,0
2842,12,0,3,4,0,1,2,1
2843,17,0,2,2,2,5,4,5
2844,0,4,2,4,1,2,0,4
2845,20,0,0,3,4,3,3,3
2846,16,4,1,1,2,0,2,0
2847,11,3,3,4,1,0,3,4
2848,1,3,2,1,4,2,0,3
2849,13,5,4,2,1,3,3,3
2850,19,3,2,5,4,3,3,2
2851,28,4,2,1,4,2,2,4
2852,24,2,5,2,3,0,3,5
2853,7,4,4,2,4,2,4,3
2854,20,0,0,1,3,1,5,5
2855,14,5,3,0,5,2,2,1
2856,12,5,4,3,2,3,1,3
2857,8,0,1,5,3,5,2,2
2858,14,4,0,3,2,2,1,5
2859,7,2,2,3,1,4,5,4
2860,23,5,5,2,1,0,4,4
2861,15,1,2,5,5,0,2,2
2862,15,3,2,3,2,2,3,2
2863,6,4,4,5,5,5,1,2
2864,4,3,5,5,5,3,0,2
2865,10,5,5,2,0,2,5,5
2866,5,3,5,3,1,5,4,2
2867,11,5,2,1,4,2,4,0
2868,2,1,0,2,2,5,1,4
2869,23,5,1,4,2,2,4,0
2870,25,2,2,2,4,2,2,4
2871,24,1,2,4,1,2,3,1
2872,29,3,2,2,3,4,0,4
2873,14,4,1,3,0,0,4,2
2874,28,4,5,2,0,2,0,5
2875,0,0,4,5,4,2,0,4
2876,26,1,5,0,0,4,0,4
2877,27,0,3,5,2,5,0,0
2878,27,3,1,3,5,3,5,5
2879,9,3,1,4,2,3,1,1
2880,11,0,0,2,0,4,0,4
2881,1,1,1,0,5,2,3,4
2882,24,5,5,5,3,2,1,3
2883,13,3,3,5,3,2,2,5
2884,24,0,0,1,2,1,1,1
2885,9,5,0,1,4,5,3,1
2886,29,1,3,1,3,0,1,0
2887,1,2,1,0,2,3,5,1
2888,29,2,0,4,0,2,0,5
2889,23,5,0,4,3,4,1,0
2890,10,3,0,1,5,4,4,2
2891,4,0,4,0,5,4,1,0
2892,22,3,5,5,0,2,3,4
2893,20,3,2,5,5,5,1,5
2894,1,3,5,5,4,0,4,5
2895,29,1,2,3,4,2,1,3
2896,17,4,3,2,1,3,3,3
2897,19,0,5,2,5,1,3,0
2898,0,0,4,3,2,3,0,5
2899,9,4,5,2,4,0,2,2
2900,6,0,4,1,0,1,5,1
2901,25,4,3,5,2,1,3,1
2902,21,2,0,1,4,4,3,5
2903,7,1,4,5,1,5,0,0
2904,23,0,2,0,5,5,4,1
2905,22,2,2,5,0,3,5,0
2906,28,1,4,5,5,0,4,2
2907,11,1,5,1,2,4,4,2
2908,8,0,2,4,2,5,2,2
2909,4,1,5,1,4,5,0,1
2910,24,4,1,3,0,1,0,5
2911,1,1,2,5,0,1,2,3
2912,8,0,5,5,1,5,3,0
2913,25,5,3,3,4,0,5,2
2914,28,1,3,0,1,0,2,2
2915,3,0,3,3,1,2,2,5
2916,26,0,0,5,3,5,4,2
2917,27,1,4,3,4,2,0,5
2918,23,0,0,0,4,0,1,5
2919,2,3,4,2,1,2,5,5
2920,15,5,5,5,3,0,3,5
2921,12,1,3,2,4,5,2,2
2922,4,0,5,3,4,4,3,1
2923,26,1,4,4,2,4,0,3
2924,14,1,3,4,3,3,5,0
2925,4,3,1,0,1,1,1,0
2926,28,0,2,2,1,1,3,0
2927,29,4,5,1,2,1,5,3
2928,15,2,3,3,4,5,4,4
2929,11,4,3,5,4,4,4,4
2930,12,4,4,5,1,5,3,5
2931,18,2,1,2,0,3,0,2
2932,15,3,3,3,3,4,5,1
2933,13,1,1,4,4,1,0,5
2934,16,2,1,2,2,5,2,2
2935,19,2,5,1,4,3,5,4
2936,5,3,4,5,4,1,1,4
2937,22,5,5,1,3,1,3,0
2938,15,2,4,3,1,2,2,1
2939,24,5,4,2,3,3,2,5
2940,9,0,2,3,0,1,1,4
2941,8,0,5,0,3,4,2,5
2942,22,1,0,3,2,3,5,3
2943,7,3,0,2,1,4,2,1
2944,14,3,1,3,4,1,0,1
2945,24,1,4,1,1,1,3,3
2946,28,4,5,1,4,5,0,1
2947,11,3,5,3,2,2,2,1
2948,8,2,5,2,3,4,5,4
2949,10,0,0,1,4,5,5,2
2950,22,4,5,2,0,1,2,4
2951,3,5,1,2,2,2,1,3
2952,21,1,0,2,4,5,3,1
2953,29,2,2,1,0,5,5,0
2954,0,0,2,2,3,4,1,3
2955,4,5,1,5,1,0,1,3
2956,28,3,2,5,5,5,4,2
2957,8,2,4,2,3,2,4,1
2958,12,3,2,5,4,3,3,3
2959,8,0,5,4,3,2,3,1
2960,17,3,4,5,0,4,1,3
2961,4,5,0,5,1,2,0,1
2962,2,0,1,1,4,3,1,3
2963,15,2,0,3,4,5,3,5
2964,15,5,2,5,0,4,5,4
2965,24,4,3,1,2,4,0,2
2966,0,4,5,1,0,3,1,3
2967,17,2,5,0,5,2,4,4
2968,25,1,1,2,2,2,2,1
2969,22,1,3,3,2,1,5,5
2970,17,5,2,4,4,1,3,2
2971,5,1,4,1,1,1,4,1
2972,6,5,4,1,1,3,0,4
2973,9,2,5,2,1,2,4,2
2974,15,0,0,2,0,0,0,1
2975,27,1,2,2,4,5,2,5
2976,10,3,3,0,5,5,1,2
2977,4,5,4,5,3,5,2,4
2978,20,0,5,2,5,3,3,3
2979,22,1,3,4,1,1,4,0
2980,24,2,3,3,4,5,4,1
2981,17,4,4,0,0,1,0,3
2982,13,4,2,1,4,5,0,0
2983,10,5,4,2,0,3,1,5
2984,16,5,4,2,0,4,1,5
2985,27,2,3,2,0,5,0,4
2986,20,5,0,3,5,0,2,4
2987,15,4,1,4,0,4,5,4
2988,10,1,4,5,5,0,1,0
2989,18,5,4,1,3,2,3,5
2990,18,2,1,0,5,3,0,1
2991,16,3,2,5,3,1,5,3
2992,8,0,5,0,1,1,1,5
2993,25,0,2,2,3,0,5,5
2994,17,0,1,5,4,1,3,2
2995,8,1,5,2,2,0,3,3
2996,1,2,1,5,0,2,4,0
2997,13,3,3,2,5,2,1,1
2998,17,5,5,4,3,0,1,0
2999,4,4,0,1,5,3,2,5
3000,9,0,4,1,4,2,0,2
3001,28,1,0,5,4,5,2,0
3002,21,1,1,3,4,3,4,2
3003,25,3,0,4,2,0,1,0
3004,7,1,5,3,1,4,5,5
3005,15,1,1,1,0,1,0,1
3006,20,5,5,3,4,0,1,1
3007,11,2,1,2,4,2,4,3
3008,9,3,4,2,3,2,5,2
3009,15,1,1,1,4,1,4,0
3010,28,3,3,0,4,3,3,3
3011,28,0,4,1,0,0,2,0
3012,5,2,5,4,5,2,3,2
3013,9,1,5,0,5,4,5,3
3014,3,4,4,5,0,2,2,3
